#{"t_start": 1774195295.0941722, "env_id": "None"}
r,l,t
-4.445686,150,1886.205503
-6.02452,150,1888.987841
-2.94896,150,1891.825996
-7.046769,150,1895.165395
-5.929637,150,1898.119037
-3.719213,150,1901.221009
-6.48858,150,1904.404023
-6.268922,150,1909.59691
-3.630211,150,1912.731723
-4.360588,150,1915.84568
-5.671472,150,1919.076067
7.897898,122,1921.706297
9.813409,64,1923.008324
-10.39933,150,1925.768597
9.531651,106,1927.742251
-2.779287,150,1930.585258
-2.892932,150,1933.81475
-2.771338,150,1937.076617
-2.443214,150,1939.980364
-5.005117,150,1943.263322
-6.647326,150,1946.523263
-2.844643,150,1952.278476
-3.620543,150,1955.370802
-6.312898,150,1958.784008
-5.004405,150,1961.994214
11.678017,72,1963.255334
-2.283191,150,1965.983071
-2.898554,150,1968.629702
-5.430842,150,1971.822504
-4.206641,150,1975.026888
-3.097217,150,1978.319168
-3.419109,150,1981.371505
8.634977,102,1983.556016
-4.982746,150,1986.800543
10.055375,68,1988.394458
-4.345159,150,1991.341947
-6.318562,150,1996.780474
-4.0639,150,1999.91424
-3.273521,150,2002.53155
9.656691,126,2004.989385
7.42109,118,2007.200687
-3.58634,150,2009.721879
8.042329,101,2011.944576
-12.748107,150,2015.27255
9.450712,80,2016.974783
8.422994,136,2020.115055
8.463498,129,2023.015459
9.831377,92,2024.782686
-8.613186,150,2027.960839
8.8082,80,2029.478987
-6.525375,150,2032.871066
10.317831,28,2033.456119
-2.219228,150,2036.495411
8.346594,93,2038.47769
-6.053649,150,2043.615317
-5.562185,150,2046.416218
-2.720989,150,2049.416471
9.815864,96,2051.251516
7.711267,95,2053.25188
0.264762,150,2056.663511
-2.991363,150,2059.855367
-4.094047,150,2062.668952
7.487889,150,2065.735531
-3.443234,150,2068.822727
-4.944518,150,2071.483913
-6.021006,150,2074.166994
9.663952,103,2076.444414
-3.51221,150,2079.2619
9.93041,64,2080.611125
-3.699561,150,2085.752509
-2.556648,150,2089.003335
-8.624022,150,2092.026075
-3.135354,150,2095.042786
-3.405182,150,2098.164114
-4.447752,150,2101.462974
-4.596923,150,2104.571893
9.632071,59,2105.639203
-7.537225,150,2108.582294
-4.769695,150,2111.735748
9.188145,111,2113.978167
7.902638,112,2116.297424
-2.862193,150,2119.305334
-7.843639,150,2122.303966
-5.326264,150,2124.742923
9.534043,115,2128.920043
-2.76721,150,2131.80997
-3.835809,150,2135.063776
6.079996,66,2136.471739
10.234407,62,2137.707347
7.326586,132,2140.489407
-3.446994,150,2143.879093
-4.335829,150,2147.461831
-2.656908,150,2150.959833
8.74328,70,2152.577217
-2.56385,150,2156.330451
-3.645362,150,2159.266056
-5.344855,150,2161.722228
-5.051901,150,2164.384593
-5.23156,150,2167.181563
-3.864687,150,2172.112973
9.376948,116,2174.440951
-5.795126,150,2178.167484
-7.229429,150,2181.584639
8.754652,111,2184.213811
11.156962,73,2186.0178
-3.711646,150,2187.893003
-3.141013,150,2189.318612
-7.210607,150,2190.607585
-3.94682,150,2191.861104
9.320152,90,2193.287527
-3.240008,150,2196.38021
10.032817,54,2197.469659
10.278484,82,2199.101045
-5.730357,150,2202.240197
7.808142,135,2204.900081
-3.568454,150,2208.001669
9.757483,94,2211.327525
-8.527916,150,2214.456694
-4.960174,150,2217.631879
9.480721,45,2218.466035
7.495416,111,2220.840767
-4.419297,150,2224.025389
-1.697161,150,2227.104666
9.936189,46,2227.991401
-3.990545,150,2231.055997
9.593322,73,2232.665829
-5.794006,150,2235.723153
9.99202,93,2237.392181
11.281074,67,2238.642886
-5.715443,150,2241.451267
-6.029149,150,2243.788389
-6.287858,150,2245.907479
9.177004,125,2248.023523
-5.399659,150,2254.209502
-5.763087,150,2257.811016
9.178691,143,2261.386359
-7.893078,150,2264.995692
-3.152406,150,2268.29616
-4.483779,150,2271.262113
-5.126837,150,2274.350453
-1.950838,150,2277.490619
-1.588902,150,2280.451742
8.705247,96,2282.11979
-3.900448,150,2284.820327
-4.951609,150,2287.891177
10.686116,83,2289.925929
-6.363257,150,2293.05236
8.653867,121,2295.134643
-3.104612,150,2299.982047
-4.946727,150,2303.062624
9.286473,115,2305.447805
8.511185,82,2307.284425
-4.64737,150,2310.328199
8.456312,88,2312.403979
-3.567095,150,2315.426526
6.666723,103,2317.404901
6.230538,141,2320.167686
-5.249116,150,2323.155025
10.167884,104,2325.250306
8.667749,97,2326.952443
-3.092394,150,2329.638684
-5.651425,150,2332.228644
9.922905,77,2333.704702
-3.591775,150,2336.495462
10.441706,91,2340.513638
-3.71635,150,2343.853678
9.047668,64,2345.205102
8.98871,86,2347.011237
7.674402,123,2349.797662
9.26651,109,2352.357389
-3.440803,150,2355.647059
-5.015367,150,2358.901689
8.760567,75,2360.375054
-4.621946,150,2363.153746
8.720146,114,2364.949234
8.466873,120,2367.090127
-3.481826,150,2369.666601
-4.042027,150,2371.984767
8.801025,107,2374.453174
-2.970358,150,2378.160532
9.107912,120,2380.723547
9.94498,89,2385.151343
9.836866,113,2386.926154
9.898459,74,2387.844126
-5.189173,150,2390.784342
-5.449756,150,2393.481775
-5.93565,150,2396.239781
9.211314,63,2397.322449
8.84063,104,2399.19583
-3.150254,150,2401.794489
10.004138,56,2402.777181
9.515418,81,2403.976323
-2.717059,150,2406.310902
8.160417,142,2409.085933
11.433428,87,2410.966573
10.800769,68,2412.542069
-2.428193,150,2415.694763
9.499186,61,2417.187352
-4.103953,150,2420.552921
-2.909239,150,2425.752328
-5.230497,150,2429.063084
-7.684205,150,2432.164075
-3.799691,150,2435.587082
8.501015,89,2437.338493
9.24578,97,2439.172178
-5.185904,150,2441.82457
-2.237489,150,2444.499719
-2.291755,150,2447.336699
-2.657094,150,2450.726903
9.212201,105,2452.708619
-3.24105,150,2455.946356
9.954791,62,2457.326386
9.230587,114,2459.434353
-1.140398,150,2463.644516
-5.071052,150,2466.423362
8.418618,111,2471.238349
-5.064898,150,2474.882513
10.000218,55,2476.036099
11.102194,53,2477.08091
9.506325,66,2478.17715
8.527364,134,2480.276735
10.044573,87,2481.971128
-4.662662,150,2484.441573
8.603173,111,2486.763708
-4.082863,150,2490.565681
-5.16333,150,2494.311102
-2.356063,150,2497.770785
-3.678547,150,2500.964978
-2.054739,150,2504.482635
6.403298,127,2507.580646
8.923173,121,2510.259189
10.312528,39,2511.170438
9.83543,81,2513.286676
-5.324807,150,2518.573107
11.044107,64,2519.860413
9.393623,63,2520.83372
6.95795,129,2523.260355
-4.191302,150,2526.466362
9.315446,105,2528.906696
10.24715,71,2530.571349
-7.127064,150,2534.280279
-7.808873,150,2537.803136
-4.381448,150,2541.058733
10.446506,74,2542.922637
8.593327,102,2545.480637
9.917947,49,2546.563092
10.13406,45,2547.690375
-4.442828,150,2551.22017
9.946082,58,2552.572437
10.10499,68,2554.289851
4.602558,110,2556.533012
10.051314,67,2557.608256
9.579184,92,2559.343646
-5.9927,150,2563.89121
-4.625182,150,2566.82688
-6.3301,150,2569.89674
-5.9324,150,2573.551669
-6.039119,150,2577.055486
-7.430161,150,2580.549729
-4.133185,150,2583.489293
9.206605,99,2585.717335
-5.77109,150,2588.638822
9.648061,87,2590.46328
-6.459206,150,2593.647284
9.429633,107,2595.754574
9.031991,89,2597.332245
-5.763454,150,2600.197259
-5.636224,150,2603.026088
-3.315941,150,2608.387857
-5.394439,150,2611.259884
-4.756902,150,2614.152634
-6.386698,150,2617.20767
9.767245,82,2619.157812
10.530652,65,2620.485216
-3.196479,150,2623.668374
10.261916,76,2625.278076
10.222576,49,2626.328918
9.648022,84,2628.194933
10.193648,59,2629.452485
9.324707,89,2631.380596
11.200486,57,2632.504907
-4.831499,150,2635.287627
9.000304,118,2637.624022
7.145827,70,2638.78196
5.631436,97,2640.67138
10.468773,64,2641.606046
10.056201,59,2642.867393
10.301908,52,2643.89594
10.379725,71,2645.364151
-6.432902,150,2648.667848
-3.747253,150,2653.553892
10.419568,65,2655.022857
-6.145889,150,2658.016639
9.350654,104,2660.189747
-6.348567,150,2662.946651
-2.25681,150,2665.797791
-4.605383,150,2668.830783
10.215983,57,2670.055339
-3.876132,150,2673.06128
10.156262,61,2674.282315
9.500507,61,2675.47969
-0.78608,150,2678.285524
-4.969687,150,2681.183844
10.019643,46,2682.112742
10.240595,60,2683.412645
-5.399535,150,2686.919782
9.862108,73,2688.700182
9.860253,64,2690.166563
10.550591,97,2692.295179
-4.996007,150,2698.136889
-2.665228,150,2701.683595
-4.915051,150,2705.304857
9.39162,114,2707.910077
10.375833,57,2709.329656
-4.748447,150,2713.051312
10.194795,86,2714.946972
-5.000534,150,2717.631586
-4.140132,150,2720.534259
-6.611643,127,2723.169969
10.257943,95,2725.308995
-1.228302,150,2729.106092
-5.338985,150,2732.79647
-4.571908,150,2736.445606
7.837737,117,2739.265224
-4.337683,150,2744.396742
9.522293,79,2745.921911
9.617782,66,2747.362329
10.438718,41,2748.339188
-6.611614,150,2751.680229
-4.360378,150,2754.640514
10.718393,62,2755.737584
-5.478563,150,2758.702648
8.744605,89,2760.517328
-5.53043,150,2763.175705
-5.105428,150,2766.322518
9.58779,64,2767.584821
-7.417314,150,2770.88606
11.343234,112,2773.608839
9.872879,59,2774.949745
-7.344198,150,2778.388132
11.161055,38,2779.191648
10.552677,66,2780.79039
-3.661955,150,2784.205379
9.72405,46,2785.175822
10.140365,69,2786.915264
11.054956,58,2790.557656
6.506568,52,2791.868836
-3.175879,150,2794.988257
-3.179327,150,2797.919019
-7.242596,150,2800.876615
-4.316807,150,2803.967373
10.637797,66,2805.572373
-4.929223,150,2808.767361
-5.518006,150,2812.381604
10.532915,39,2813.450843
-1.811229,150,2817.112056
-5.596066,150,2820.867152
-4.066677,150,2824.547712
10.546663,54,2825.985762
9.384119,74,2827.60954
10.428733,79,2829.361522
10.462295,61,2830.777922
-5.270136,150,2834.234011
11.266879,64,2835.480402
-29.59881,150,2840.863646
-4.655189,150,2844.1591
11.196349,57,2845.409032
10.652156,70,2847.254583
-3.975023,150,2851.049817
-3.30996,150,2854.814471
8.396065,71,2856.626018
-6.088675,150,2860.415678
10.829245,36,2861.343277
9.922125,45,2862.419054
9.059494,96,2864.722
-3.306937,108,2867.435067
10.118264,85,2869.480949
10.852811,45,2870.53619
10.061622,62,2871.889641
9.822629,65,2873.30667
10.142705,68,2874.664267
-2.957279,150,2877.528587
-2.82216,150,2880.416237
-4.66461,150,2883.452107
-5.586126,150,2889.645134
-2.661488,150,2893.275148
8.588153,104,2895.963328
10.530808,56,2897.416183
10.054694,43,2898.582966
10.606957,44,2899.56727
10.280279,59,2900.93345
-6.07112,150,2904.696825
-4.144067,150,2908.189711
-4.602249,150,2911.804323
-2.638991,150,2914.962205
-5.468516,150,2918.002031
8.792064,81,2919.61018
10.222089,77,2921.048811
-2.639277,150,2924.506303
10.420425,72,2926.07112
10.413053,50,2927.071242
9.591941,55,2928.526697
-3.237005,150,2931.98027
-1.788678,150,2937.605928
-5.541027,150,2941.25298
-4.46179,150,2944.962095
10.05651,41,2945.989478
10.474184,61,2947.532717
-4.546932,150,2951.188105
11.231393,42,2952.151118
11.013042,54,2953.219946
-5.363857,150,2956.139299
10.493821,67,2957.445316
-3.045689,150,2960.32221
-4.021324,150,2963.842289
-2.767768,150,2967.679958
-1.300122,150,2971.427546
10.177128,85,2973.616079
-5.437026,150,2977.206848
10.255592,63,2978.747038
9.499302,55,2980.071008
11.762865,52,2981.228087
5.356467,106,2983.702235
11.767174,48,2984.786099
9.186166,88,2989.584504
10.858558,50,2990.878832
-4.641472,150,2994.32538
8.662574,91,2996.088193
10.886568,44,2997.022408
-3.539021,150,3000.231976
